label,message
ham,Did you get my email? Let me know when you can talk. ovw
ham,Did you see the game last night? What a match! lbdwynn g oauxe
spam,URGENT! Your Mobile number has been awarded a £1686 Bonus Caller Prize. Call 7217348079 now.
ham,"Thanks for helping me yesterday, really appreciate it. abvspzse piwvj"
ham,Happy birthday! Hope you have a wonderful day! fozcyut zbgkgs eyc
ham,"Mom says dinner is ready at 7, don't be late. itvn"
ham,Are you coming to the party tonight? It starts at 8. l
spam,Hot singles in your area! Text MEET to 8012659111. Msgs cost £6226 ea. Stop: STOP.
ham,Lunch at the usual place? 12:30 works for me.  l
ham,"Just checking in, how are you feeling today? hh"
spam,PRIVATE! Your 2003 Account Statement shows £8041 UNCLAIMED! Call 7521521078 to claim.
ham,The kids are asking about the weekend trip. You in?  hyizhwp di
ham,Can you send me the address again? I lost it. ecmemrzzuoghzhonls
spam,Naughty text messages! Txt CHAT to 9427631155 £9662/msg 2 stop txt STOP.
ham,"No worries, take your time. I'll be here. qgcx zthbvqnetqzcvds"
ham,Are you coming to the party tonight? It starts at 8. efofhgwm
ham,The package has been delivered to your door. f vjgdmavkxjz
ham,The package has been delivered to your door.  lkvo
ham,Happy birthday! Hope you have a wonderful day! psslcvonroqzyo wlrwi
ham,Did you get my email? Let me know when you can talk. gpvynlfkbaoig
ham,"Thanks for helping me yesterday, really appreciate it.  bsmyupfayeyjvr"
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £3792p/msg.
ham,"Running 10 mins late, sorry! Almost there. cgrnx"
ham,Can you pick up some milk on your way home?
ham,Did you see the game last night? What a match! regkeqnlgtirqon
ham,Can you send me the address again? I lost it. rfximrrdei
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £4235p/msg."
ham,Did you get my email? Let me know when you can talk. yu
ham,"Thanks for helping me yesterday, really appreciate it. abcvoyzaxtuv"
ham,"Just got out of the meeting, calling you in 5. vatjqythobokimeane"
ham,Meeting has been moved to 3pm. See you there. lqwfumsdup
ham,"Mom says dinner is ready at 7, don't be late. evdqxggwp"
ham,Just finished the report. Will send it over shortly. kzgkhyzfamsd
ham,"No worries, take your time. I'll be here. cbweftyxae"
ham,"Running 10 mins late, sorry! Almost there."
ham,"No worries, take your time. I'll be here. izzgbmohkr"
spam,Claim your FREE gift now! Text YES to 8994763896 to receive your £8033 voucher. Ts&Cs apply.
spam,You have an important message waiting. Call 9695232998 now. Calls cost £9547p/min.
ham,"Just checking in, how are you feeling today? f begh uclgqlt"
ham,Just finished the report. Will send it over shortly. yoznaaves
ham,Remember we have that dentist appointment tomorrow at 2pm. hwzgwdvmabb
ham,Meeting has been moved to 3pm. See you there. uli
spam,URGENT! Your Mobile number has been awarded a £5525 Bonus Caller Prize. Call 7334176969 now.
spam,Hot singles in your area! Text MEET to 7036398723. Msgs cost £9328 ea. Stop: STOP.
ham,"No worries, take your time. I'll be here. zqbnjeshcivjslhoos"
spam,Your FREE loan of £903 is approved. Call 9604496061 to collect. Ts&Cs apply.
ham,"Mom says dinner is ready at 7, don't be late. ypij hesqivhqppr"
spam,Your FREE loan of £8267 is approved. Call 9686110098 to collect. Ts&Cs apply.
ham,Happy birthday! Hope you have a wonderful day! ugqtaufg fyl
spam,Hot singles in your area! Text MEET to 9590950133. Msgs cost £9047 ea. Stop: STOP.
ham,Lunch at the usual place? 12:30 works for me. dlsjw hxsh
spam,WINNER!! You have been selected to win a cash prize of £6149 CALL NOW 9501859536
ham,"Hey, are you free this evening? We could grab dinner. fgqlyoati"
ham,Did you see the game last night? What a match! xjpybynhu rdd
spam,WINNER!! You have been selected to win a cash prize of £1221 CALL NOW 8008330525
ham,Did you get my email? Let me know when you can talk. lpcyoz
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £1645p/msg.
spam,PRIVATE! Your 2003 Account Statement shows £4580 UNCLAIMED! Call 8236045959 to claim.
spam,CASH PRIZE: Draw shows you have won a top prize of £1662. To collect call 9268426402.
ham,The kids are asking about the weekend trip. You in? w
ham,Lunch at the usual place? 12:30 works for me. xfqavwdxacgci i
ham,Lunch at the usual place? 12:30 works for me. j
ham,Can we reschedule our call to tomorrow morning? drvgt iztkhwd
ham,Are you coming to the party tonight? It starts at 8. wryqqq
ham,Lunch at the usual place? 12:30 works for me. gvgk
ham,"Just got out of the meeting, calling you in 5. ett"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/9714
ham,"Running 10 mins late, sorry! Almost there. xvqh"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/3708
ham,Lunch at the usual place? 12:30 works for me. bazqgxqi
ham,Did you get my email? Let me know when you can talk. eqcctyrxdjjdkwtxv
ham,"Thanks for helping me yesterday, really appreciate it. muplwbsoas"
ham,"Just checking in, how are you feeling today? x"
ham,Meeting has been moved to 3pm. See you there. suqiybwpisvyszr
spam,URGENT! Your Mobile number has been awarded a £5061 Bonus Caller Prize. Call 9638949369 now.
ham,"Hey, are you free this evening? We could grab dinner. jtp"
ham,The package has been delivered to your door. tvjksmhwgtbouhozfa n
ham,Did you get my email? Let me know when you can talk.  dqfkxm
ham,Happy birthday! Hope you have a wonderful day! ii
ham,Can you send me the address again? I lost it. ic dscvjskpdpqiczlw
ham,Happy birthday! Hope you have a wonderful day! hgbufgswlrlmpblrzgnr
ham,Can you pick up some milk on your way home? itsdaoreydxjcbhjvei
ham,Happy birthday! Hope you have a wonderful day! hxu  ojfyhurrsrrno
spam,PRIVATE! Your 2003 Account Statement shows £4812 UNCLAIMED! Call 9910316591 to claim.
spam,Claim your FREE gift now! Text YES to 8764265618 to receive your £3926 voucher. Ts&Cs apply.
ham,Remember we have that dentist appointment tomorrow at 2pm. xmjvhwl
ham,Can you send me the address again? I lost it. ixlp
spam,You have an important message waiting. Call 9842715617 now. Calls cost £9205p/min.
ham,Are you coming to the party tonight? It starts at 8. cxugwvbpfabli
ham,Remember we have that dentist appointment tomorrow at 2pm. gmynaqfbnbqnpnc
ham,Can we reschedule our call to tomorrow morning? xcvutzvadd
ham,Can we reschedule our call to tomorrow morning? pracodba kdmvkw
ham,Did you see the game last night? What a match!
ham,Lunch at the usual place? 12:30 works for me. yau
spam,WINNER!! You have been selected to win a cash prize of £2576 CALL NOW 9991319958
ham,Just finished the report. Will send it over shortly.
ham,Are you coming to the party tonight? It starts at 8. tysfocykkzexatizk
ham,Just finished the report. Will send it over shortly. jjggrunhkrcysjbso
ham,"Just got out of the meeting, calling you in 5. zghyptljmdybnvidcw"
ham,Just finished the report. Will send it over shortly. mald
ham,Meeting has been moved to 3pm. See you there. czn
ham,Happy birthday! Hope you have a wonderful day! npwebixdehl
ham,Can you pick up some milk on your way home? on
ham,"Mom says dinner is ready at 7, don't be late. fk"
spam,You have an important message waiting. Call 9381183483 now. Calls cost £4944p/min.
ham,"Thanks for helping me yesterday, really appreciate it. lpoynnlmtvjpuatm"
ham,Just finished the report. Will send it over shortly. abvdrpaxdyxv
ham,The package has been delivered to your door. rc
spam,Congratulations! Your mobile has won £7155 prize. Call 9587517187 to claim. Send STOP to opt out.
ham,"Just checking in, how are you feeling today?  hda"
ham,Remember we have that dentist appointment tomorrow at 2pm. cqunpkicosifz
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1886
ham,Can you pick up some milk on your way home? fnikytrthwugp
spam,URGENT! Your Mobile number has been awarded a £842 Bonus Caller Prize. Call 7159824875 now.
ham,"Thanks for helping me yesterday, really appreciate it. wugupsxsbdlqqw"
ham,Did you get my email? Let me know when you can talk. btpvfqjakwft
spam,Claim your FREE gift now! Text YES to 7496694873 to receive your £8479 voucher. Ts&Cs apply.
ham,Did you see the game last night? What a match! lalrq
ham,"Hey, are you free this evening? We could grab dinner. cekuskup"
ham,Happy birthday! Hope you have a wonderful day! qefwjgvcjkchcwf
ham,"No worries, take your time. I'll be here. ksvbyrowpvgu"
ham,Happy birthday! Hope you have a wonderful day! zwmp
ham,Just finished the report. Will send it over shortly. kelwunvmqzxvdzzcspe
ham,"Just checking in, how are you feeling today? in pnrggajwubrl"
ham,"Hey, are you free this evening? We could grab dinner. dkzshev"
spam,Win a trip to Bahamas! You are selected. Call 8786043319 within 48 hours. Ref: HOLS6221
spam,CASH PRIZE: Draw shows you have won a top prize of £9933. To collect call 9062994753.
ham,"Hey, are you free this evening? We could grab dinner. zikht"
ham,Meeting has been moved to 3pm. See you there. qqleb
ham,"Mom says dinner is ready at 7, don't be late. zdfawog"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £7757p/msg."
ham,The kids are asking about the weekend trip. You in?
ham,The package has been delivered to your door. ljmfttlshfkwqpcmf
ham,"Thanks for helping me yesterday, really appreciate it. kh"
ham,Are you coming to the party tonight? It starts at 8. gdqxgswhuj
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7139p/msg.
spam,Win a trip to Bahamas! You are selected. Call 9600288277 within 48 hours. Ref: HOLS8382
ham,Did you see the game last night? What a match! uilosyqzrbtkxwzee
ham,Did you get my email? Let me know when you can talk. oc
ham,"Hey, are you free this evening? We could grab dinner. i"
ham,Meeting has been moved to 3pm. See you there. nyjgwozjdffk
ham,Did you see the game last night? What a match! krlasorqupsbz
ham,Can you pick up some milk on your way home?  joxcrgzmlcop euyruw
ham,"Just checking in, how are you feeling today? urhgqflgmjczjxvebe n"
ham,Just finished the report. Will send it over shortly. pppl
ham,Can you pick up some milk on your way home? a gkcp
ham,"Thanks for helping me yesterday, really appreciate it. kgqcbb"
ham,Did you get my email? Let me know when you can talk.  xeyjipzhfpswd
spam,PRIVATE! Your 2003 Account Statement shows £9038 UNCLAIMED! Call 8244130290 to claim.
ham,Did you see the game last night? What a match!
ham,Can you send me the address again? I lost it. utpy
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7655p/msg.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £1288p/msg."
ham,Did you see the game last night? What a match! hqhurqugi
ham,Can we reschedule our call to tomorrow morning? nc
spam,You have won a Nokia 6610. Call 9563707272 now to claim. Send STOP to 87239 to end.
spam,Your FREE loan of £8082 is approved. Call 9788208029 to collect. Ts&Cs apply.
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/6463
ham,"No worries, take your time. I'll be here. ep lrshj ouh"
ham,Are you coming to the party tonight? It starts at 8. uvbfcapbjw
ham,Are you coming to the party tonight? It starts at 8. nawznfvnsqsjr chkskf
ham,"Running 10 mins late, sorry! Almost there. kiwmlqbndwmtdv"
ham,Can we reschedule our call to tomorrow morning?
ham,Just finished the report. Will send it over shortly. lsknr
ham,The package has been delivered to your door. cx
spam,Hot singles in your area! Text MEET to 7065917432. Msgs cost £7586 ea. Stop: STOP.
ham,Can you send me the address again? I lost it. aj
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/3264
ham,Can you pick up some milk on your way home? mjidlwyh
ham,Can you pick up some milk on your way home? v
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/4340
ham,Just finished the report. Will send it over shortly.
ham,"No worries, take your time. I'll be here. iafwehuu elh"
ham,The kids are asking about the weekend trip. You in? ogmzztxdowa
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £4737p/msg."
spam,Congratulations! Your mobile has won £7551 prize. Call 8583063357 to claim. Send STOP to opt out.
spam,CASH PRIZE: Draw shows you have won a top prize of £8875. To collect call 8476906868.
spam,Win a trip to Bahamas! You are selected. Call 9648572296 within 48 hours. Ref: HOLS9828
ham,"Mom says dinner is ready at 7, don't be late. duaxt"
ham,"Just got out of the meeting, calling you in 5. vmoidsruknqqme"
spam,Your FREE loan of £3368 is approved. Call 7179984654 to collect. Ts&Cs apply.
ham,The kids are asking about the weekend trip. You in? pddn tjqawiiwhxb
spam,URGENT! Your Mobile number has been awarded a £4196 Bonus Caller Prize. Call 7224110541 now.
ham,"No worries, take your time. I'll be here. b zkrlthdyckkbiz"
ham,Happy birthday! Hope you have a wonderful day! mlradulxdgyi dqb
ham,"Just checking in, how are you feeling today? ccae"
ham,Can you send me the address again? I lost it. i
ham,"Hey, are you free this evening? We could grab dinner. jnfwdtsfsf kgfpdgek"
ham,"Thanks for helping me yesterday, really appreciate it.  dojku"
ham,"Just got out of the meeting, calling you in 5. losvyfh"
ham,Did you see the game last night? What a match! fswjvgwmjyco
ham,"Just got out of the meeting, calling you in 5. xz fzsfwdnlxxw"
ham,Happy birthday! Hope you have a wonderful day! ryzbwjnufy jteaianh
ham,Can you pick up some milk on your way home? ljxzgfzskaifv
ham,The package has been delivered to your door.
ham,Remember we have that dentist appointment tomorrow at 2pm. tldadnkyuck ucwxg
spam,Your FREE loan of £9003 is approved. Call 8620104855 to collect. Ts&Cs apply.
ham,"Thanks for helping me yesterday, really appreciate it. hjcgautdozbjav"
ham,"Thanks for helping me yesterday, really appreciate it. jratelxxravcqaycbckw"
ham,Did you get my email? Let me know when you can talk. njoctcymhvk
ham,"No worries, take your time. I'll be here. mgjsigjelivsz"
spam,Congratulations! Your mobile has won £9495 prize. Call 9906070430 to claim. Send STOP to opt out.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2678p/msg."
spam,Claim your FREE gift now! Text YES to 7469306919 to receive your £5659 voucher. Ts&Cs apply.
ham,Can you pick up some milk on your way home? afkedhiw
ham,Can we reschedule our call to tomorrow morning? lssibtdv
ham,Just finished the report. Will send it over shortly. ddmv vdltdidujnm qrd
ham,"Thanks for helping me yesterday, really appreciate it. zyxdl rysa"
ham,"Hey, are you free this evening? We could grab dinner. vkohmrquuvccx"
